index	track_id	track_name	track_artist	track_popularity	track_album_id	track_album_name	track_album_release_date	playlist_name	playlist_id	playlist_genre	playlist_subgenre	danceability	energy	key	loudness	mode	speechiness	acousticness	instrumentalness	liveness	valence	tempo	duration_ms	language
975	0I3q5fE6wg7LIfHGngUTnV	Ms. Jackson	OutKast	77	2tm3Ht61kqqRZtIYsBjxEj	Stankonia	2000-10-31	Southern Hip Hop	4lcyWQDOzPfcbZrcBI3FOW	rap	southern hip hop	0.843	0.805	4	-5.9460000000000015	0	0.26899999999999996	0.142	0.0	0.0771	0.615	94.946	270507	en
976	0i3utbege8Iy3q7Hy86QCF	Klanga - De Hofnar Remix	Gostan	5	4rcRFEkfAeLD4GMheeTSny	Klanga	2014-11-28	Chillout & Remixes 💜	4NlAd9NpIa92IjErMyAriM	pop	indie poptimism	0.7190000000000001	0.527	6	-9.077	1	0.0408	0.0312	0.716	0.105	0.58	123.955	264293	en
977	0I3wlS5dlpw0hv5zhxN0pz	We Like To Party	RetroVision	58	49QK3K9hkhbU3fBdFezvlP	We Like To Party	2019-05-17	Electro House - by Spinnin' Records	4pVZ70y8vzzkn2GVwQbQw8	edm	electro house	0.698	0.895	9	-3.6830000000000003	0	0.10099999999999999	0.007640000000000002	0.0175	0.217	0.24100000000000002	126.046	172381	en
978	0i5el041vd6nxrGEU8QRxy	Cruise	Florida Georgia Line	70	5MH765pytbQasmDxXArTah	Here's To The Good Times	2012-01-01	Dr. Q's Prescription Playlist💊	6jAPdgY9XmxC9cgkXAVmVv	pop	post-teen pop	0.457	0.948	10	-3.364	1	0.0354	0.0191	0.0	0.0536	0.878	148.0	208960	en
979	0i5LBaRAugIBpBMEfNvN0e	Let Your Body Learn	Nitzer Ebb	16	73t8cKrie06UIq26e9WsD3	That Total Age	1987-01-01	Maxi Pop  GOLD (New Wave, Electropop, Synth Pop...)	2nRWtTI9a2LWjJ9Wy3JZs5	pop	electropop	0.7140000000000001	0.976	8	-12.575999999999999	1	0.0571	0.18	0.0034799999999999996	0.12300000000000001	0.0506	130.69899999999998	168640	en
980	0I7EJmk6S47mpVh73dB02r	1st & 10 (Featuring Infamous 2-0 & Fate Wilson)	Ludacris	26	2kT80DHqRtHQzDhQ2RCoIV	Back For The First Time	2000-01-01	90s-2000s Southern Hip Hop / Crunk	5wsWBmQgDtKa8CEg7wTEMi	rap	southern hip hop	0.635	0.946	9	-5.754	1	0.48	0.0844	0.0	0.14300000000000002	0.774	156.099	223147	en
981	0i8JFpqe9cKwnrcvoNgl1L	Feel Invincible	Skillet	72	4rJu3hBFAUqIAQOlSStJzO	Unleashed	2016-08-05	Workout Hard Rock	4TG1lzMD9HFvZ9E1Bk6Gnu	rock	hard rock	0.603	0.8859999999999999	5	-3.7769999999999997	0	0.0837	0.00045	0.0	0.26	0.395	126.025	229933	en
983	0IBgCsG8dRnUtveiIaoFHF	In My Bed - So So Def Mix	Dru Hill	56	6EnEIHhrTtnWKKlWsHicTU	Hits	2005-10-11	New Jack Swing -late 80's & early 90's Hip Hop and R&B	30z5uGyqurJn0NtkZ9e8BT	r&b	new jack swing	0.828	0.654	10	-7.673999999999999	0	0.226	0.106	0.0	0.0689	0.8170000000000001	95.25399999999999	242360	en
984	0iBGgTRtJU8XEjdRL8ZFQi	Classic (feat. Fetty Wap & POWERS )	The Knocks	43	0gXHGytb6ZX0ei9vsYRQxI	Classic (feat. Fetty Wap & POWERS)	2015-07-31	@deniceemoberg EDM - POP REMIXES	2fbrY1tuoW8Uji14H7623k	edm	pop edm	0.627	0.938	2	-2.535	1	0.0384	0.0057399999999999994	6.5000000000000004e-06	0.0478	0.5870000000000001	101.98100000000001	219388	en
985	0iBOGfVW1T08dRqtqnMYK0	Say It Again	AJ Mitchell	62	66W7W38MosX0x2VSq3N7g1	Say It Again	2019-11-08	Pop / Dance	6mXh8CUBMBsBUu88a4eAQV	pop	dance pop	0.51	0.71	1	-7.516	1	0.0874	0.442	0.00025	0.0783	0.511	119.95100000000001	206930	en
986	0IBUFi55OCMR5HrDHB1lEo	When Something Is Wrong With My Baby	Sam & Dave	1	52Us0gT9wf2yGMNlwTATGB	Dead Presidents Volume II / Music From The Motion Picture	1995	Sexy Soul 2020	5EMARioe9z9eKOeWIAC2JW	r&b	neo soul	0.444	0.295	1	-9.097999999999999	1	0.0296	0.474	0.000715	0.0929	0.245	137.529	195867	en
987	0ibYVniVLMJWvc3eNfYk8T	Run Away	Real McCoy	49	0m4EUHpp4mVnV8AWHT7T7x	Another Night	1995-03-28	90s Dance Hits	50cXvxgMGrvoUeLhkzCyIO	pop	dance pop	0.721	0.924	1	-8.282	1	0.0396	0.000683	0.003820000000000001	0.0817	0.6940000000000001	130.947	244133	en
988	0iCt0wDnoMe4Eg9Cy2zwqc	Firme Hina	Proper Dos	20	3NeI0G0uaHz2KZU5KxFrME	Greatest Hits	2003-01-01	Chicano Rap	3o3xRXWMtBMezk0E3wmtGI	latin	latin hip hop	0.8390000000000001	0.9129999999999999	3	-5.329	1	0.166	0.264	0.0	0.0559	0.956	115.585	243280	en
989	0idc0XRnLRovVqpWnGQ6hC	My Love	Route 94	14	4qugvZbeFLghKN67aQ6PAb	My Love	2014-01-01	BALLARE - رقص	1CMvQ4Yr5DlYvYzI0Vc2UE	pop	post-teen pop	0.818	0.595	8	-7.644	1	0.0515	0.00014	0.575	0.0612	0.7290000000000001	119.99	262000	en
990	0IDcqQM84frBhAJ8vXC76I	Younger - Kygo Remix	Seinabo Sey	5	4tvxP0caxdRMXVMca0t9uH	Pretend	2015-10-23	ElectroPop	0cuHKz65ZPqBX1brG8djlg	pop	electropop	0.687	0.47100000000000003	5	-8.091000000000001	1	0.0962	0.15	0.00025299999999999997	0.0809	0.616	113.999	351579	en
991	0IdNBZt0O8R9qBgezYFGOi	No More	Disturbed	57	0V73oq7XX0jQL8hd1EZWe4	Evolution	2018-10-18	Hard Rock Workout	5nOO372uzpOM5rB2bRWfkp	rock	hard rock	0.53	0.988	7	-2.406	1	0.121	0.000285	0.0	0.222	0.521	101.28	232640	en
992	0IeFn6mSeSiXvB2dGgpdEI	Something About You - Odesza Remix	Hayden James	51	4BsD9djw2227pz2FJGRjpB	Something About You (The Remixes)	2015-08-21	EDM - pop remixes	0cvVad4XizGbOS0vlwZYS5	edm	pop edm	0.705	0.674	11	-8.432	0	0.04	0.0184	0.0149	0.13699999999999998	0.10300000000000001	105.0	341802	en
993	0IEvbpIyDb26zwhnFGzuLb	Somethin Serious	Big Mike	22	3huqsj2zWgtPUyktVpiKTz	Somethin' Serious	1994	Southern Hip Hop	3R5c1OfJY7Rzl3p28pzGtL	rap	southern hip hop	0.877	0.6940000000000001	6	-10.505999999999998	1	0.18	0.132	1.0300000000000001e-05	0.0742	0.7709999999999999	97.92	225600	en
994	0ifIudDeWelhhKzNqP12jm	Heaven Knows	The Pretty Reckless	3	1HbltP2zJxJbSRqEGSCwya	Going To Hell	2014-03-17	Badass Rock	44bkJI1QGkT2O0GYJSsbkp	rap	southern hip hop	0.54	0.8009999999999999	2	-3.733	1	0.0475	0.0845	0.0	0.221	0.5770000000000001	83.979	224855	en
997	0IhHkW1fnUSMEcLSHmKhrJ	Tell Me What You Want Me to Do	Tevin Campbell	43	7Hucjo5Y8VSidz9dKnBf6q	T.E.V.I.N.	1991	Ultimate Throwbacks Collection	1dsaMvnC1hXPCNGC4aVtjj	r&b	new jack swing	0.609	0.551	6	-7.93	1	0.0291	0.0233	0.0	0.23399999999999999	0.512	127.956	256040	en
998	0iHO8dmXhSYCgfow7ckt9W	Falling Like The Stars - Madism Remix	James Arthur	59	5NWay7oRQhrtMiLNgEOBTz	Falling Like The Stars (Madism Remix)	2019-05-24	Tropical Vibes	37i9dQZF1DXd8Gn5cSmvFy	latin	tropical	0.5670000000000001	0.444	6	-9.47	1	0.0396	0.643	0.0	0.17600000000000002	0.295	119.84899999999999	181827	en
999	0IK8y0vAO0sM630HsxwLht	Middle Finger	Bohnes	66	28wghnxxsb5NFcE9P4caeD	Middle Finger - Single	2015-12-14	Electropop	2Z5cPJ6Z4EVZAfF08amjvL	pop	electropop	0.685	0.6559999999999999	1	-6.013	0	0.0383	0.4370000000000001	0.0	0.34700000000000003	0.392	128.003	229986	en
1001	0IKK48xF4eEdfofyaeKWWO	PILLOWTALK	ZAYN	65	6BUAjgcgWhtTgRXVqCwF4u	PILLOWTALK	2016-08-22	ElectroPop	0cuHKz65ZPqBX1brG8djlg	pop	electropop	0.588	0.7020000000000001	11	-4.271	1	0.0496	0.10400000000000001	0.0	0.08900000000000001	0.429	124.90899999999999	203686	en
1002	0IkKz2J93C94Ei4BvDop7P	Party Rock Anthem	LMFAO	67	1MbBSfcqLg2OjkeZ1RMSIq	Sorry For Party Rocking	2011-01-01	Dr. Q's Prescription Playlist💊	6jAPdgY9XmxC9cgkXAVmVv	pop	post-teen pop	0.75	0.727	5	-4.21	0	0.142	0.0189	0.0	0.266	0.359	129.993	262173	en
1003	0IMQFfmMikvJge5bweNVxe	Do You Remember	Jarryd James	5	5jj6obwl3B9W1AqZ9hDful	Jarryd James EP	2015-09-03	Deep-deep Bubble Pop	744VClUYfFnZCDPcOUkg5G	pop	indie poptimism	0.65	0.33299999999999996	1	-9.949	0	0.0548	0.2	0.000148	0.125	0.349	72.0	234427	en
1006	0iPy1MWCrOT7SjGs14zSSv	Keep Your Head to the Sky	Earth, Wind & Fire	46	01c1PLpIdfwy47yid7GqKB	Head To The Sky	1973-05	Gospel	0pItJZBDZFvgAOdFnSITnJ	r&b	urban contemporary	0.525	0.47600000000000003	9	-13.202	0	0.0531	0.0321	0.0	0.5660000000000001	0.37	88.943	311080	en
1007	0iQ77tSa7ncj7zBPtVx6cU	One Foot	WALK THE MOON	65	4fe1YmssM6Ugs6UyA7OdGg	What If Nothing	2017-11-10	Indie Poptimism	1pZWCY50kMUhshcESknir8	pop	indie poptimism	0.5820000000000001	0.821	0	-4.8610000000000015	1	0.0365	0.0075400000000000016	2.1000000000000002e-06	0.818	0.46799999999999997	100.025	261373	en
1009	0iRk0TRxGqhQT9FTTGDQlb	Find My Way	From Inside	19	0nZ9esZ3QKb0rEquzgFLnm	Find My Way	2016-04-25	Rock Hubspot	5hvf4yL105Rw6cvCP6AMjM	rock	hard rock	0.405	0.92	7	-3.975	0	0.0529	0.00132	0.0	0.213	0.40700000000000003	140.059	224207	en
1011	0iRXwSL6X0Fhya8Xk8kNhl	Nextel Chirp	Maceo	22	47TMTZ3HyalTGRV3sWecE7	Straight Out da Pot	2005-08-23	Dirty South Rap Classics by DJ HOTSAUCE	0tLHH1C4HkWEUCXXSSjbOe	rap	southern hip hop	0.7509999999999999	0.747	1	-4.888	1	0.17300000000000001	0.466	0.0	0.11800000000000001	0.5479999999999999	150.088	281013	en
1012	0IRz5I01411GsTnepuXtUp	Tainted	TENDER	25	1O3jYJXr2YpY4WuRZpgHJM	Fear of Falling Asleep	2019-01-18	Music&Other Drugs	5jROYSZSL7cO0jGAqkPx7C	pop	indie poptimism	0.665	0.5539999999999999	7	-9.46	0	0.222	0.552	0.254	0.105	0.6659999999999999	177.96099999999996	240373	en
1014	0IsrDyDQyNFFNB55MXgnkU	Volcanic Love	The Aces	36	3Lz15w8ecHfYgKbnOF36Tb	When My Heart Felt Volcanic	2018-04-06	Indie Poptimism	1pZWCY50kMUhshcESknir8	pop	indie poptimism	0.439	0.8190000000000001	6	-4.253	1	0.0751	0.0134	0.0	0.2	0.5670000000000001	179.885	205977	en
1015	0It6VJoMAare1zdV2wxqZq	Undisclosed Desires	Muse	65	0eFHYz8NmK75zSplL5qlfM	The Resistance	2009-09-10	Muse Radio - (Uprising, Starlight, Supermassive Black Hole, Madness)	0dAbaJtkS9st5o0cBe1Zcu	rock	permanent wave	0.6829999999999999	0.585	8	-6.76	1	0.0323	0.008190000000000001	0.0162	0.0797	0.6409999999999999	115.99700000000001	235000	en
1016	0Iu5gAorcdocbx2Nz5Vos5	Brothers	Bankrol Hayden	51	4BWX9ZD863WFgiDnQFFwHW	Brothers	2019-07-12	Sad Trap	7kzKtw5vug3IIxKfLadi8A	rap	trap	0.883	0.478	8	-10.306	1	0.23600000000000002	0.401	0.0	0.0694	0.768	121.035	134380	en
1017	0ivarc4umuzp5I3J7lPDJc	Attitude	Guns N' Roses	49	4ieR19hRkKeE81CalJPQNu	The Spaghetti Incident?	1993-01-01	This Is Guns N' Roses	37i9dQZF1DX74DnfGTwugU	rock	album rock	0.34	0.9840000000000001	1	-2.533	1	0.0938	0.00024900000000000004	0.0	0.331	0.613	187.766	87000	en
1018	0IvaxIhE6z3QGtQZoDDfFl	Surf Crazy Finale	Teen Beach Movie Cast	39	5ANe5AfOnYydm3lXELfiHF	Teen Beach Movie	2013-01-01	post teen pop	45AKTTGQEfYgAyidW5hucn	pop	post-teen pop	0.369	0.96	9	-2.772	1	0.131	0.0663	0.0424	0.20600000000000002	0.539	169.99099999999999	151893	en
1019	0iwsQWgtjSq2kUXuZwTDAL	Home with You	Madison Beer	73	5boeEaUtj7gHXFxKtFFlzL	As She Pleases	2018-02-02	post-teen alternative, indie, pop (large variety)	1y42gwI5cuwjBslPyQNfqb	pop	post-teen pop	0.631	0.599	7	-6.1370000000000005	0	0.0878	0.067	0.0	0.0952	0.727	170.122	190576	en
1020	0iWYUegJm3Ty16VEp69HLs	Honest - Tritonal Remix	The Chainsmokers	40	07cmevY2Te9mLWpoXVECbI	Honest (Remixes)	2017-08-04	EDM Trap	7CEEEMKV41x0RlFCXWdvKF	edm	pop edm	0.35200000000000004	0.7490000000000001	8	-5.829	1	0.0526	0.138	0.000178	0.632	0.382	105.00399999999999	259960	en
1021	0ix3RUQ76mECOKP6LDPy66	First Things First	Stormzy	57	5fkFWJ9LZizXE4yPenNGuy	Gang Signs & Prayer	2017-02-24	🔥💵 Hip Hop, Rap, Heavy 808's - New School	3jPkaExIWXQWklcmmF5180	rap	southern hip hop	0.726	0.8079999999999999	10	-4.377	0	0.134	0.344	0.00016299999999999998	0.0828	0.483	96.042	207739	en
1023	0IXpUl1fn2QZcBavfuq0H4	Living After Midnight	Judas Priest	63	5bqtZRbUZUxUps8mrO9tGY	British Steel	1980	Workday: Rock Classics	37i9dQZF1DX1lwxXvReaux	rock	classic rock	0.61	0.8240000000000001	4	-6.046	1	0.0534	0.0136	1.75e-06	0.0606	0.8190000000000001	134.99200000000002	210133	en
1024	0iYebKFUSfF72fUu2OW6ZT	Super Bass	Nicki Minaj	71	51HDsvvActcDmYy7NQl6oL	Pink Friday (Deluxe)	2010-01-01	Post-teen pop	2KyjkYsSsC1UR75b0m98vd	pop	post-teen pop	0.72	0.861	11	-4.3389999999999995	1	0.209	0.26899999999999996	5.11e-06	0.601	0.669	126.991	200013	en
1025	0iyFMU2QF4a2SmAeCwf3it	The Zoo	Scorpions	3	5ML808fy4KPXAA24U8WdVK	Animal Magnetism (50th Anniversary Deluxe Edition)	1980-03-31	This Is Scorpions	37i9dQZF1DWViGKI2U5P2K	rock	hard rock	0.445	0.862	9	-4.165	1	0.129	0.064	0.475	0.354	0.212	104.208	330467	en
1026	0IZoBFaTUG79KBfKlv8zmG	Hotel Walls	Smith & Thell	67	3vo7F1U983bPR68ojP5aSj	Hotel Walls	2019-07-19	Most Popular 2020 TOP 50	1fqkbjEACMlekdddm5aobE	r&b	urban contemporary	0.525	0.687	11	-9.029	1	0.0448	0.0108	1.84e-06	0.0885	0.307	141.84	206293	en
1028	0J0busYTWpcKAcryFukUuk	Bleu Chanel (Na-No Remix)	ARIA	41	07D8zsqF4hTT2PnQQEaTTM	Bleu Chanel (Na-No Remix)	2019-04-19	Techno House 2020 👽 Best Collection 👻 Top DJ’s Electronic Music - Deep House - Trance - Tech House - Dance - Electro Pop	3QEYvCsVXZj8KuzE0bDmcI	edm	electro house	0.8029999999999999	0.613	1	-9.568	1	0.191	0.0491	0.0	0.109	0.16399999999999998	122.024	163356	en
1029	0J1mcDz3wZTdBeZ56ho8LN	Over Here Hustlin'	Birdman	36	3DLSu5fxSIaG7Ph8G5YVBp	Like Father Like Son	2006-01-01	Southern Hip Hop	4lcyWQDOzPfcbZrcBI3FOW	rap	southern hip hop	0.677	0.848	11	-5.224	0	0.276	0.0394	0.0	0.142	0.679	144.423	292227	en
1030	0j3dGGZBTRa3hZubKT9n7M	Red Eye (feat. WSTRN & Lil Baby)	The Plug	49	77QaRhETtj1oS39f6bbfOa	Plug Talk	2019-07-05	Chixtape 5 - Tory Lanez	0UXwwVDipbBQeEX7h4YuKU	r&b	urban contemporary	0.6940000000000001	0.591	2	-6.8729999999999976	1	0.109	0.0102	0.00016999999999999999	0.161	0.0655	140.012	281152	en
1031	0J45lEzyh0cMdi4jPAp5xV	Trap House	Gucci Mane	0	2ni4uhiMKntPKqfC7ZPdC2	Hood Classics	2008-11-07	Dirty South Rap Classics by DJ HOTSAUCE	0tLHH1C4HkWEUCXXSSjbOe	rap	southern hip hop	0.868	0.544	11	-4.784	1	0.196	0.214	0.0	0.11199999999999999	0.336	150.028	259880	en
1032	0j5X6DrzkgY64Mm8NQp5mi	Lose Yourself - Soundtrack Version	Eminem	8	5fOMATuYQp3StRe5ViADAH	Lose Yourself	2002-11-13	Gangster Rap	5joQabz9ys3XPGbSx5CaKv	rap	gangster rap	0.69	0.747	2	-4.583	1	0.264	0.00984	0.000685	0.355	0.0703	171.36700000000005	326640	en
1035	0J6mQxEZnlRt9ymzFntA6z	Livin' On A Prayer	Bon Jovi	24	5uU2uM1RGHfzlA12opjqol	Slippery When Wet	1986-01-01	Dr. Q's Prescription Playlist💊	6jAPdgY9XmxC9cgkXAVmVv	pop	post-teen pop	0.534	0.887	0	-3.7769999999999997	1	0.0345	0.0768	9.93e-05	0.325	0.72	122.494	249293	en
1036	0jakaHRU7ubOzJTseh6tJu	Stick Out	Pouya	61	0C47XGntZbyjDODUxU7iMF	Stick Out	2018-05-22	Rap Party 24/7 Radio / Gangsta Rap	4sGnz2x5tbHE2YlW1nemfb	rap	gangster rap	0.77	0.853	10	-3.8489999999999998	0	0.221	0.0042	0.0009609999999999999	0.0936	0.615	164.037	135732	en
1037	0jBE7Fn78EAvmIs3dCd6GO	Is This It	The Strokes	55	2k8KgmDp9oHrmu0MIj4XDE	Is This It	2001-07-30	permanent wave	3uFyGoayrP71xS6T6Y8Bh2	rock	permanent wave	0.667	0.6920000000000001	5	-8.361	1	0.0285	0.147	3.75e-05	0.349	0.846	96.021	151333	en
1038	0jBJIQuToUUOEx7JJkiPzm	How I Move (feat. Lil Baby)	Flipp Dinero	80	7EvmUXEmIRkFwd2nPVmFiP	How I Move (feat. Lil Baby)	2019-11-15	RapCaviar	37i9dQZF1DX0XUsuxWHRQd	rap	hip hop	0.826	0.635	5	-5.181	0	0.212	0.102	0.0	0.245	0.8079999999999999	119.954	224916	en
1040	0Jci9dBlCSDgL5ivMMSAQx	Have You Ever Seen The Rain?	Creedence Clearwater Revival	3	3X6GYa2AvbEgz40EYSWJ56	Pendulum (40th Anniversary Edition)	1970-12-07	Classic Rock 70s 80s 90s, Rock Classics - 70s Rock, 80s Rock, 90s Rock Rock  Classicos	3Ho3iO0iJykgEQNbjB2sic	rock	classic rock	0.741	0.6970000000000001	0	-7.028	1	0.0277	0.0664	2.2800000000000002e-05	0.133	0.774	116.109	160133	en
1041	0Jcnr8HUGQdaOiSkqpdEKX	Something About the Sunshine	Anna Margaret	54	3FmqQtzrqovhBNjJfqTjsx	StarStruck	2010-01-01	post teen pop	45AKTTGQEfYgAyidW5hucn	pop	post-teen pop	0.6920000000000001	0.797	5	-6.2479999999999976	1	0.0439	0.0863	0.0	0.18600000000000005	0.763	125.023	186800	en
1043	0jCVWQsoQM4UDvd4OyQbA2	I Am Broken Too	Killswitch Engage	42	2Hs4PGzI3S3Xhx9h72g1CT	I Am Broken Too	2019-07-16	Rock Hard	37i9dQZF1DWWJOmJ7nRx0C	rock	hard rock	0.42100000000000004	0.973	7	-4.221	1	0.0621	3.11e-05	0.00536	0.22399999999999998	0.634	75.035	159480	en
1044	0jdeEv8NTDoB2uetW1wXPO	Giving You The Benefit	Pebbles	25	4LbbUj2bytdZ1PWEs69QCn	'90s Soul Number 1's	2007-01-01	90's NEW JACK SWING	0dmInkymNnOTWvEFamSNzb	r&b	new jack swing	0.733	0.799	5	-8.759	0	0.0477	0.0708	1.67e-06	0.214	0.955	103.446	335320	en
1045	0jdso14vaFnpRazMLEZovF	Astronaut In The Ocean	Masked Wolf	56	023KmMyB2DNZR3V8YKoET9	Astronaut In The Ocean	2019-06-07	A1 Hip-Hop	37i9dQZF1DX0sDai2F5jCQ	rap	hip hop	0.778	0.695	4	-6.865	0	0.0913	0.174	0.0	0.151	0.47200000000000003	149.996	132780	en
1047	0jET2Wl3JrzW2XCsFZza6i	Good Morning Heartache	Chris Botti	17	7rxBmOWHwXL2Nhl8lcgVKm	Jill Scott Collaborations	2007-01-30	Neo Soul	2YPP7fiYu5pIcp2yyHvw4A	r&b	neo soul	0.6	0.466	10	-9.001	0	0.0496	0.8220000000000001	0.0311	0.106	0.408	82.22399999999998	370333	en
1048	0jFwcP1btVnq7z5KkE0ar9	Don't Break My Heart	Safire	30	7E4FS3eSJtdjI00NBbtnDY	Freestyle's Best Extended Versions Volumes 1 & 2	2003	80's Freestyle/Disco Dance Party (Set Crossfade to 4-Seconds)	1oReEujyWpQv2OX68BVPPA	latin	latin hip hop	0.6940000000000001	0.81	1	-11.911	1	0.0764	0.0371	0.00044	0.107	0.528	118.899	464267	en
1049	0Jg602cHeMCnPez9baacIe	Cotton Eye Joe	Rednex	57	3MLXp4rTGt1USufyODvXuz	Sex & Violins	1995-04-03	School Dance 2019 (Squeaky Clean)	0SqaMfNsngZCpPw0UuelA7	latin	latin hip hop	0.738	0.937	9	-7.7879999999999985	0	0.0668	0.0124	0.00206	0.0338	0.614	131.994	193827	en
1050	0jG92AlXau21qgCQRxGLic	One Minute Man (feat. Ludacris)	Missy Elliott	56	20t54K6C80QQH7vbcpfJcP	Miss E... So Addictive	2001-05-14	◤ Hip Hop Dance Music – Urban – Trap – Breaking Locking Popping Bopping – WOD – World of Dance	0Hr2h94pKN8QAGVAgD6BsD	rap	southern hip hop	0.622	0.669	9	-8.419	1	0.32899999999999996	0.0266	2.97e-06	0.152	0.57	93.839	252987	en
1052	0jgVkOMLMRZTgx06ddo4DQ	That's What I Want For Christmas - Remastered 1992	Nancy Wilson	43	2zn5A07eHENpWATjtscdRL	The Ultimate Jazz Christmas	2006-01-01	Christmas Soul	6FZYc2BvF7tColxO8PBShV	r&b	neo soul	0.44	0.121	10	-12.865	1	0.0354	0.898	0.0	0.0981	0.248	146.17700000000005	137547	en
1053	0jgXVGgqgU5ugcsR0J5mbo	Looking for Today	Black Sabbath	0	2V4nKubiT62Q2FypLyzXoy	Sabbath Bloody Sabbath (Remastered)	1973-12-01	70s Hard Rock	6pZlZ20vt3aDjIKw98aBtQ	rock	hard rock	0.507	0.56	4	-12.446	1	0.0365	0.149	2.35e-06	0.28300000000000003	0.6970000000000001	130.061	300702	en
1055	0jHkgTtTaqg5LNCiYDQPUB	Let's Get It On	Marvin Gaye	62	6AmnVWOxXYucWxgidEgwhy	Let's Get It On	1973-08-28	Classic Rock Greatest Hits	6TeyryiZ2UEf3CbLXyztFA	rock	classic rock	0.55	0.611	3	-10.657	1	0.0443	0.0392	0.0	0.0631	0.626	168.512	290960	en
1056	0JhKJg5ejeQ8jq89UQtnw8	Levels - Radio Edit	Avicii	22	4mkvtXQd6rD7zuAHhexEvb	Levels	2011-01-01	Electropop Hits  2017-2020	7kyvBmlc1uSqsTL0EuNLrx	pop	electropop	0.62	0.8809999999999999	1	-5.851	0	0.0372	0.0585	0.7140000000000001	0.311	0.415	126.035	199904	en
1057	0JHwXSvHa9X1UdcKCDAwSg	Different Kind of Love	Kid Runner	30	04svuWarxl21Tt0KhQ3aFK	Different Kind of Love	2015-11-13	Indie Poptimism	1pZWCY50kMUhshcESknir8	pop	indie poptimism	0.591	0.868	0	-5.555	1	0.0362	0.00128	0.000586	0.11599999999999999	0.5529999999999999	110.01799999999999	207427	en
1058	0jhYMcAqY9LkMCAYNXKtNK	M'$	A$AP Rocky	42	5Ue4Cdri71dOK8Uo75m5VY	M'$	2015-04-10	Urban/Trap - Contemporary RAP	5CK0fshHcik1vWyeCc0zat	r&b	urban contemporary	0.762	0.6859999999999999	11	-4.211	1	0.113	0.0417	0.0	0.285	0.147	116.49600000000001	218587	en
1059	0jI3Bsw6X0UK35UlUWFJX6	Slow Motion	DJ Dow Jones	0	3F4xcZIZd2NTWk1AjOGlrE	Da Realest	2014-05-26	Southern Hip Hop	3R5c1OfJY7Rzl3p28pzGtL	rap	southern hip hop	0.7120000000000001	0.662	0	-7.75	0	0.369	0.523	0.0	0.16699999999999998	0.89	172.967	244987	en
1060	0Jic1enFHt5xG7E1nHdeYn	This Is The Carter	Lil Wayne	45	5POcKy926GgzFHZpGptJac	Tha Carter	2004-01-01	Southern Hip Hop	4lcyWQDOzPfcbZrcBI3FOW	rap	southern hip hop	0.8440000000000001	0.8540000000000001	7	-3.694	0	0.265	0.17	0.0	0.092	0.777	95.081	276040	en
1062	0JIcWmxwEpv740agHLbVB5	Summer Lover (feat. Devin & Nile Rodgers)	Oliver Heldens	61	4pQNg7e4O3XJ8tuVpuslGM	Summer Lover (feat. Devin & Nile Rodgers)	2019-04-12	Dance Pop Tunes	4SdfG4cPG3skmTiQLozZGh	pop	dance pop	0.6890000000000001	0.8590000000000001	10	-4.708	0	0.0281	0.10800000000000001	0.29100000000000004	0.14	0.672	119.991	194481	en
1063	0JiEGVMAF8wzdnmXVNxELS	Tempted	Squeeze	0	4fwWneDKBhBVkzuKcrlzii	Singles-45's And Under	1989-01-01	Classic Rock Greatest Hits	6TeyryiZ2UEf3CbLXyztFA	rock	classic rock	0.725	0.446	6	-10.107000000000001	0	0.0266	0.11900000000000001	0.000169	0.0918	0.5760000000000001	93.76	240867	en
1064	0JITWDB1tVUH2VUXmVtYpL	Sunburn	DROELOE	63	742dpn7EzKscmLaqEkDCNE	Sunburn	2017-08-15	Trap Nation 🔊	5aPwKjwNHr6dnCejLcPTVx	rap	trap	0.693	0.725	0	-7.2970000000000015	0	0.0321	0.121	0.00278	0.214	0.447	105.961	226981	en
1065	0JiVRyTJcJnmlwCZ854K4p	Alone	Alan Walker	70	4blCxKnK1sGo9D45trrqjt	Alone	2016-12-02	Electropop Hits  2017-2020	7kyvBmlc1uSqsTL0EuNLrx	pop	electropop	0.6759999999999999	0.929	10	-3.194	1	0.0458	0.18600000000000005	0.000405	0.121	0.157	97.01899999999999	161200	en
1067	0JK5mu3OhQ17kDnfaENqze	Just Say It out Loud	Gamma Skies	47	5MMFcrNngosyevo5TXvroi	In a Spaceship	2019-12-13	The Pulse of Indie Poptimism	5qFXOOxrQVyS4UCq3UilZN	pop	indie poptimism	0.7120000000000001	0.506	8	-9.499	0	0.0429	0.7959999999999999	0.0	0.115	0.502	93.008	203238	en
1068	0jkrxTzWniCbQ6MB5n64BK	Still Alive - Cruise Control Remix	A R I Z O N A	40	6Uyi17LYg0Zk0XWZFU8HIw	Still Alive (Cruise Control Remix)	2020-01-02	The Pulse of Indie Poptimism	5qFXOOxrQVyS4UCq3UilZN	pop	indie poptimism	0.767	0.738	2	-6.907	0	0.0374	0.0192	0.561	0.106	0.33899999999999997	120.001	215967	en
1069	0JKY13K1Io2aqXJb96UyzX	I Get Off	Halestorm	58	5iMlDARMRcsRn0hvFMgDfS	Halestorm (Deluxe)	2009-02-25	Hard Rock Workout!	5nQrMpkyWmxPX0gk74htMk	rock	hard rock	0.456	0.8909999999999999	11	-4.062	0	0.125	0.0068200000000000005	4.97e-06	0.0727	0.647	170.019	183707	en
