index	track_id	track_name	track_artist	track_popularity	track_album_id	track_album_name	track_album_release_date	playlist_name	playlist_id	playlist_genre	playlist_subgenre	danceability	energy	key	loudness	mode	speechiness	acousticness	instrumentalness	liveness	valence	tempo	duration_ms	language
1070	0Jl85WX8qBm0Ay9MrwUS1d	Feels Good	Tony! Toni! Toné!	0	0PPAtp7bE7Itwl0UtG1mXc	20 #1's: 90's R&B	2015-06-15	90's NEW JACK SWING	0dmInkymNnOTWvEFamSNzb	r&b	new jack swing	0.797	0.9420000000000001	2	-7.146	1	0.196	0.0969	0.0	0.257	0.6659999999999999	117.189	298493	en
1071	0jlpHhGUFn4aAWLsRRnwep	Magnets (feat. Sophie Simmons)	Sam Feldt	62	6IUzDCyxwQG7OpLtR7b1Kq	Magnets (feat. Sophie Simmons)	2019-05-10	Cardio	37i9dQZF1DWSJHnPb1f0X3	pop	dance pop	0.731	0.802	5	-4.763	1	0.0623	0.022000000000000002	0.0	0.059000000000000004	0.434	121.991	179016	en
1073	0JmO3EBtl9qhnLkzr4FiP0	Speed	Kali Uchis	52	6f5gAJpM85TE6aQ81h46T5	Por Vida	2015-02-04	NEO-soul	3q3M4VCymcMoxJ3Tl7mRqN	r&b	neo soul	0.584	0.508	9	-6.68	0	0.0617	0.078	0.0	0.24600000000000002	0.18600000000000005	169.975	255184	en
1075	0jmTp8jaCOm78zrdzdvmaq	Photograph - Felix Jaehn Remix	Ed Sheeran	0	2DL4AOHc4MKvCHbUr544aU	I	2018-02-16	Tropical House Remixes 🍍 Tropical Remixes & Tropical Covers	3YdAwfgQLMS4AN2WjRfRlb	latin	tropical	0.733	0.821	4	-4.982	1	0.0407	0.0815	0.004079999999999999	0.122	0.397	120.01100000000001	201911	en
1076	0JmWPb3v8yq0JJODZbny83	Electric Relaxation	A Tribe Called Quest	0	0lTNCTfwCuFNOtckEp8hzY	Midnight Marauders	1993-11-09	Neo Soul / Modern Jazz / Smooth Hiphop	07SNJ4MwYba9wwmzrbjmYi	r&b	neo soul	0.853	0.402	11	-13.025	1	0.325	0.22	0.426	0.11900000000000001	0.696	98.23100000000001	243627	en
1078	0JoaFxLgrqbWutREzcZBzS	One Dance	Drake	12	05FOcj5Cygu51XbAmlJd2k	One Dance	2016-04-05	ELECTROPOP	2UsEj2GUukV0GLbsE3rldz	pop	electropop	0.7709999999999999	0.629	1	-5.79	1	0.0511	0.008020000000000001	0.00252	0.35600000000000004	0.36200000000000004	103.91799999999999	173975	en
1080	0JP9xo3adEtGSdUEISiszL	Moonlight	XXXTENTACION	86	2Ti79nwTsont5ZHfdxIzAm	?	2018-03-16	Hip pop	1Sc7bobknESH7SXQcnmoX5	r&b	hip pop	0.9209999999999999	0.537	9	-5.723	0	0.0804	0.556	0.00404	0.102	0.711	128.009	135090	en
1081	0jPibF4bsrW5kLxEWYoxM7	Tilt	Scott Walker	15	0vd2UrnAUlxVHlVFwmgiNC	Tilt	1995-01-01	Permanent Wave	5Go0Jsxj1UnsU7Om841BEo	rock	permanent wave	0.43799999999999994	0.447	4	-11.569	1	0.102	0.32	0.00839	0.0669	0.287	89.944	313227	en
1082	0jPU39bL0SrCmYc1RwbFkX	Hero (feat. Christina Perri)	Cash Cash	44	1TgJXcoFJ7BN0NiViN7wtx	Blood, Sweat & 3 Years	2016-06-24	Happy EDM	3d2JFEbvcx7p2CHkBaQeMZ	edm	pop edm	0.47	0.85	1	-2.825	0	0.0363	0.0627	0.0	0.11800000000000001	0.14800000000000002	149.876	197840	en
1083	0JQ5MbyriK6ruD3t6RZ7ix	Never Seen The Rain	Tones and I	84	2pJXQvY0YeDvVJ9gMU9G7j	The Kids Are Coming	2019-08-29	post-teen alternative, indie, pop (large variety)	1y42gwI5cuwjBslPyQNfqb	pop	post-teen pop	0.672	0.46399999999999997	6	-5.624	0	0.037000000000000005	0.43	0.0	0.284	0.271	92.069	200742	en
1084	0jqBo5RYn008f4ZY8kPewW	Indica Badu	Logic	64	4F87p1aiFwHeU4uu65MaPV	Bobby Tarantino II	2018-03-09	This Is Logic	37i9dQZF1DWTIuAboZgTMf	rap	hip hop	0.742	0.72	0	-2.8760000000000003	1	0.11599999999999999	0.0402	0.0008460000000000001	0.0839	0.97	77.01100000000002	260320	en
1085	0jqK7sGTLsHPkQrrcrGuKD	Still Waiting	Sum 41	69	2iOJEUCKJaYseov1qA8ot8	Does This Look Infected?	2002-01-01	L' ALBUM ROCK	0jilq2XZP9F2fwzp2k6iXK	rock	album rock	0.431	0.95	7	-4.918	1	0.26	0.00105	3.63e-05	0.272	0.56	191.93599999999998	158733	en
1086	0jQvPp3hJlJQd9tz2EkH6b	200 Press	James Blake	36	6g54rJNJ14jvgdkJDuQ5Wk	200 Press EP	2014-12-08	Urban contemporary	1ZlL3IQS8eB0s0RMxz02yD	r&b	urban contemporary	0.785	0.573	5	-9.082	0	0.0416	0.304	0.40299999999999997	0.0824	0.595	126.465	373243	en
1087	0jr6tT2vc4cIFPHb6wufG3	Promise	Romeo Santos	68	6a3RDPcFamZvFCi8VeXWkK	Fórmula Vol. 1 (Deluxe Edition)	2012-08-27	Latin/Hip Hop/Dancehall/Soca	2rg9LCyvaMQvnCE2hVndpR	latin	latin hip hop	0.764	0.7390000000000001	1	-6.4220000000000015	1	0.0574	0.40299999999999997	0.0	0.0821	0.77	132.995	252253	en
1088	0jrDmug9eevza5OnEarhgA	Neighbour	Verses	31	18PYzr8erZvttOU0Sxzypo	Neighbour	2019-03-29	Christian Dance Party	37i9dQZF1DWUUPO0Sbx2CM	pop	dance pop	0.66	0.546	5	-6.329	0	0.0296	0.012	2.84e-06	0.0906	0.203	139.935	242267	en
1090	0Js9hB2I66nJliPIJxzn2R	Higher Ground	TNGHT	55	4e0s9NinQo02X4exDDmW65	TNGHT	2012-07-23	Trap Nation 🔊	5aPwKjwNHr6dnCejLcPTVx	rap	trap	0.711	0.7609999999999999	6	-7.267	1	0.233	0.598	0.127	0.134	0.526	160.738	199343	en
1091	0jsbEBnXWgHLkvjV49vYVG	Nails	Ghostemane	49	6DIKWvXlVjvAx1JngSuSx9	Nails	2017-08-09	< DARK TRAP >	19WuHd4MxWLzE1fpMmw4S4	rap	gangster rap	0.7829999999999999	0.929	11	0.551	0	0.0893	0.2	0.00414	0.6890000000000001	0.152	118.03	134447	en
1092	0jSMveIWvnhDIvzqN74Uc7	Tipsy - Club Mix	J-Kwon	62	4yTlfDLsW1dK2kG1qoNsrv	Hood Hop	2004	The Sound of Southern Hip Hop	18jT9NMRZifv6cMtK2jWD4	rap	southern hip hop	0.925	0.7440000000000001	0	-5.79	1	0.3670000000000001	0.0644	0.0	0.0888	0.6559999999999999	93.02	243227	en
1093	0jSRZBsn3RqAhBDzAefHAD	Eye of the Tiger	Survivor	53	0pvhletDH7CphbKErUtPCF	80s 100 Hits	2010-02-26	Hard Rock Classics 1967-1991 (Party Edition)	1NIX36ZFWEtgXSbSNghoue	rock	hard rock	0.821	0.47700000000000004	0	-13.446	0	0.0349	0.23600000000000002	0.000522	0.0771	0.561	108.684	227413	en
1094	0jSUkwLEobi6xAyKTGWAvf	You Should Be Mine (Don't Waste Your Time)	Brian McKnight	14	7bybFEguyKXCyXiRd4ZP0h	1989-2002 From There To Here	2002-11-05	90s R&B - The BET Planet Groove/Midnight Love Mix	7LjRWGUdOmBdPG1W1bga4i	r&b	new jack swing	0.7709999999999999	0.625	1	-4.481	1	0.0312	0.0039700000000000004	0.0013	0.271	0.701	94.756	254067	en
1096	0jTFKCb21Yd4UMV5Xk9EUz	Something Just Like This - R3hab Remix	The Chainsmokers	42	4uRfYhBBaSX8N3amojmMBE	Something Just Like This (Remix Pack)	2017-04-28	EDM - pop remixes	0cvVad4XizGbOS0vlwZYS5	edm	pop edm	0.705	0.585	2	-6.848	1	0.0366	0.29600000000000004	0.00018999999999999998	0.09699999999999999	0.348	102.01899999999999	162880	en
1097	0jTTjg6q4jsd2RhuHwTvLj	He Said She Said	Ashley Tisdale	53	18Cdeub4WBPKku92zlsfWp	Headstrong	2007	post-teen pop	4TvZA7Pml7mHLgbwNomlnm	pop	post-teen pop	0.6940000000000001	0.7090000000000001	7	-6.205	0	0.10300000000000001	0.0966	0.0	0.267	0.5660000000000001	114.96600000000001	188000	en
1100	0JumfyG7GUshFjxouEXwhw	You Deserve Better - Andrelli Remix	James Arthur	53	1UHf0Mm7wZ6CPspgzTo5uA	You Deserve Better (Andrelli Remix)	2018-06-29	Cardio	37i9dQZF1DWSJHnPb1f0X3	pop	dance pop	0.685	0.7120000000000001	6	-4.302	0	0.0894	0.33399999999999996	1.1e-06	0.047	0.483	114.98899999999999	196493	en
1101	0Jur3mZsQba3vqSpcmsOPm	Smoke Two Joints	Sublime	61	0vuwlanMPucXrYMGnOjhYL	40oz. To Freedom	1992-06-01	Permanent Wave	2ExyzXAbukW7I8bDqdGvPB	rock	permanent wave	0.7609999999999999	0.687	7	-6.185	1	0.131	0.00469	0.00532	0.245	0.316	95.089	173427	en
1102	0JUWF44gfMszGNhjCF7Ufs	Midnight Pretenders	Tomoko Aran	39	7fa6VpNPvW2DVbtohJ0x44	浮遊空間	1983	Japanese Funk/Soul/NEO/Jazz/Acid	4zNayWuATXCAA9gaXvnFnq	r&b	neo soul	0.757	0.337	0	-14.937000000000001	0	0.0313	0.2	0.0	0.0677	0.5589999999999999	92.86399999999999	345267	en
1103	0jV2HSzU144aRkPJ198PpC	Quicksand	Feenixpawl	32	23PVdJLnjDLSLwKzBrqGDt	Quicksand	2016-06-24	Female Vocal EDM	5QaPRbVgbEcCc9jC1UxgD1	edm	progressive electro house	0.546	0.768	11	-3.528	0	0.0416	0.0447	0.0	0.195	0.4270000000000001	128.035	217500	en
1104	0jvqmWRCyv7xnxqrtinbHJ	Next To Me	Axel Johansson	54	2vmWPG2zs3LXAMsfkMOXh6	Next To Me	2018-04-20	Dance Pop Hits	37i9dQZF1DX6pH08wMhkaI	pop	dance pop	0.445	0.597	8	-6.724	1	0.0575	0.158	2.21e-06	0.128	0.263	175.903	179500	en
1105	0jwDEhz1rzyyYYyWfF8Pgr	Sometimes	Erykah Badu	1	59TLJxuiv5pGOBLli1eMDB	Baduizm - Special Edition	1997-02-11	NEO FUNK AND SOUL	2WbTrS5D0V2TW6DiDkJBru	r&b	neo soul	0.778	0.469	10	-12.954	0	0.138	0.147	0.293	0.0868	0.557	90.06200000000004	250125	en
1106	0JWeXAsgB7Bz9I87hmGpB9	Hey Baby (feat. Debs's Daughter)	Dimitri Vegas & Like Mike	41	5nQqJyxpJIHAkeGWRnaT5E	Hey Baby (feat. Deb's Daughter)	2016-10-28	EDM/POP	6gHk5RFrnALbDNJdaXKivi	edm	pop edm	0.6579999999999999	0.88	6	-4.582	0	0.0845	0.0154	0.0	0.235	0.831	90.01799999999999	190813	en
1107	0JwfrZk5keNp3SYhZn6Wi1	No One Knows	Brent Faiyaz	49	2pIpBDT8RtmJ5Vhb86BOcd	A.M. Paradox	2016-09-20	Neo-Jazz Soul RnB & Afro	48AzM7l4M02DBYd2N3IFLP	r&b	neo soul	0.6	0.619	9	-9.709	0	0.20199999999999999	0.36	4.31e-05	0.106	0.308	103.90799999999999	271246	en
1108	0JWKLrluTUkqd3HD19d03E	Stand Back	The Allman Brothers Band	0	47JEuhxr6EgINeiUMSn0lu	Gold	2005	Southern Rock/Classic Rock	0QUlq0LMDVXSBtbyYLTyZh	rock	classic rock	0.5670000000000001	0.815	11	-10.327	0	0.0557	0.535	0.35200000000000004	0.66	0.8690000000000001	152.628	204400	en
1110	0JXXm3RqxU8EKzX4P8M0n3	More And More - Single Version	Captain Hollywood Project	60	01ChjoiBlN7bBmsvrzuzlo	Love Is Not Sex	1993-03-05	90s Dance Hits	50cXvxgMGrvoUeLhkzCyIO	pop	dance pop	0.6609999999999999	0.847	7	-11.855	1	0.0349	0.225	0.835	0.0863	0.71	125.86200000000001	253573	en
1111	0jz6iwj9dsnHHHP1t25h2X	Bad By Myself	TLC	24	19lVMS3ZOoJi5CdRKvoOiP	Ooooooohhh... On The TLC Tip	1992-02-25	80s-90s R&B / New Jack Swing / Funk / Dance / Soul	3X4HmijjKdwwLonCrOOEAZ	r&b	new jack swing	0.813	0.7709999999999999	1	-8.067	1	0.0902	0.00878	0.0118	0.193	0.787	110.947	235933	en
1113	0K0vnXPkSrZfO0xpT91jub	Say My Name	Digital Farm Animals	48	7xskerd2DNlMPvf48hD9Yh	Say My Name	2018-03-29	EDM Trap	7CEEEMKV41x0RlFCXWdvKF	edm	pop edm	0.632	0.6559999999999999	11	-4.348	0	0.163	0.0452	0.00018700000000000002	0.14400000000000002	0.382	175.946	178541	en
1114	0K1fOHUHEsv1lnq2yU1VG5	Niagara (feat. Lil Peep)	Ghostemane	55	2t8u6j6ytQjUrvHwPSGU9p	Rituals	2016-02-01	< DARK TRAP >	19WuHd4MxWLzE1fpMmw4S4	rap	gangster rap	0.425	0.508	8	-10.01	1	0.13	0.0639	0.18100000000000002	0.244	0.0679	130.83700000000002	142232	en
1115	0K1glOFXQzLm3KxjJY5rtK	Gemini (feat. George Maple)	What So Not	57	5iOptr9sgfBLZFUFnZLLKK	Gemini (feat. George Maple)	2015-04-03	Indie Poptimism	2QiMewRbSavfZ9MSAYz2h6	pop	indie poptimism	0.48100000000000004	0.687	7	-6.7479999999999976	0	0.0699	0.23800000000000002	0.11	0.107	0.188	145.971	270257	en
1117	0K1M6vTh1VvhwtGgQj3uNq	Heart Made Up On You	R5	48	1WqEP2K5Q0Vei7AVXb8Z1l	Sometime Last Night (Special Edition)	2015-01-01	post teen pop	2ltt5ouiEO301o2jbxn30d	pop	post-teen pop	0.7490000000000001	0.779	5	-5.388999999999999	0	0.0337	0.0155	0.0	0.126	0.7390000000000001	118.936	179680	en
1118	0k4A0wcdZLY0OSQ1ugfi3J	Paris	Kungs	59	2UJpW4aO9nXGEh7arP5uW8	Paris	2019-11-29	💊ELECTRO-HOUSE-TECH💊	0AFYmoSuoMQiGGjzvBwr6u	edm	electro house	0.579	0.596	10	-10.767000000000001	1	0.256	0.00543	0.9620000000000001	0.273	0.0537	124.005	201290	en
1119	0k4kiY86YyvLYRqQETwyXD	Speeding	Lights	33	1u8OmwItT46Y1gD2xKAK9D	Little Machines	2014-09-19	Deep-deep Bubble Pop	744VClUYfFnZCDPcOUkg5G	pop	indie poptimism	0.584	0.7559999999999999	0	-5.386	1	0.0498	0.138	1.53e-05	0.17300000000000001	0.722	87.98899999999998	206667	en
1120	0K4qBG4ySviff81dZ0VdYU	End Of The Road	Boyz II Men	0	3riDn321q9TNeS1YOSzkv7	Cooleyhighharmony	1991-04-30	New Jack Swing	3ykXidKLz1eYPvuGoFlD1e	r&b	new jack swing	0.642	0.428	5	-9.258	0	0.0235	0.0765	0.0	0.0516	0.467	74.845	350320	en
1121	0K4USWqV0DZZ5sffa3wxh0	Sweet Lady - Remastered 2011	Queen	44	1GbtB4zTqAsyfZEsm1RZfx	A Night At The Opera (2011 Remaster)	1975-11-21	The Queen - La Discografia Completa	3E88dLx4fgFYY70gdGzdnB	rock	album rock	0.312	0.862	9	-8.888	1	0.0738	0.015	4.2700000000000015e-05	0.616	0.579	118.816	242120	en
1122	0k6DnZMLoEUH8NGD5zh2SE	Ayo	Chris Brown	73	4neocSMt40stXKK2B8Sy2G	Fan of A Fan The Album (Expanded Edition)	2015-02-24	HIP&HOP	5DyJsJZOpMJh34WvUrQzMV	rap	southern hip hop	0.823	0.563	6	-5.095	1	0.0443	0.0399	0.0	0.0851	0.682	98.031	225227	en
1123	0K6yUnIKNsFtfIpTgGtcHm	Limelight	Rush	69	2xg7iIKoSqaDNpDbJnyCjY	Moving Pictures (2011 Remaster)	1981-02-12	Classic Rock Drive	37i9dQZF1DXdOEFt9ZX0dh	rock	classic rock	0.581	0.8540000000000001	1	-8.485	0	0.0428	0.00197	0.0013	0.111	0.7879999999999999	131.18	259840	en
1124	0K70lSOi0rN9yOPRB7na89	What You Wanna Do?	Kausion	44	0hCfeNof313WW6KNxiLAPd	South Central Los Skanless	1995-10-10	Gangsta Rap/90's Hip-Hop	62spXXfUxBed8nbd5xvH2O	rap	gangster rap	0.8170000000000001	0.8140000000000001	1	-5.0280000000000005	1	0.222	0.114	0.0	0.35100000000000003	0.9229999999999999	103.545	250333	en
1125	0K8N0F3efUhd55TxNGgmGD	Like Before You Were Born	DIIV	49	66aYL3AZPfk6leHxlJDYQ0	Deceiver	2019-10-04	Modern Indie Rock // Alternative Rock / Garage Rock / Pop Punk / Grunge / Britpop / Pop Rock	1VnvyBDqoV5TCZAnXYferL	rock	permanent wave	0.474	0.802	3	-7.1610000000000005	0	0.0453	7.35e-05	0.7490000000000001	0.0724	0.248	108.38799999999999	184907	en
1126	0k93MXOj0kSXo84SvSDeUz	Ocean Drive	Duke Dumont	17	1jlUEbR1VEEGzjK47Xk1gT	Ocean Drive	2015-07-31	Chillout & Remixes 💜	4NlAd9NpIa92IjErMyAriM	pop	indie poptimism	0.6890000000000001	0.711	8	-5.027	0	0.0455	0.007140000000000001	0.000499	0.135	0.5660000000000001	115.04799999999999	206320	en
1127	0kA5scXMiaO5Ms2GQ4pRWa	Suedehead - 2011 Remaster	Morrissey	63	6t4LdKTNWIOr2PZIB8tiZF	Viva Hate [2011 - Remaster] (2011 Remastered Version)	1988	The Sound of Permanent Wave	4EYSGTuqe9cVfSVpX4gtGv	rock	permanent wave	0.529	0.9890000000000001	2	-4.5	1	0.042	0.00126	0.00148	0.0567	0.669	142.29	235520	en
1128	0kAqaILyqLeIYotgWr4FJz	Not Really (Busta K Remix)	Sage Charmaine	21	4Xw6BzFBGFqSAeKZEeFVJ4	Not Really (Busta K Remix)	2019-12-13	EDM 2020 House & Dance	25ButZrVb1Zj1MJioMs09D	edm	electro house	0.664	0.475	1	-9.539	0	0.033	0.16	0.00619	0.0871	0.322	123.01100000000001	206169	en
1129	0KAqzG4LpLy3u6Uz8kf4GN	Shake The Earth (feat. Lyon Hart) (OLWIK Remix)	Elephante	0	4sJWYH4SsjuGnTVWzGGC6F	Shake The Earth (feat. Lyon Hart) (OLWIK Remix)	2014	Vocal House	5PCAWKfUWAUj8VeY8G7xRQ	edm	progressive electro house	0.55	0.8540000000000001	1	-4.248	0	0.0422	0.05	1.91e-05	0.159	0.384	127.973	288014	en
1130	0katsiKnN2XXffwlIjaz4e	Voices In My Head	NIVIRO	47	4f6V8FBGtUcNM7Cgybvz9f	Voices In My Head	2019-10-31	[EAS]: Festival Big Room	71UHE27ayQs8ZDxQwY0cY1	edm	big room	0.505	0.784	2	-7.215	1	0.111	0.0006730000000000001	0.00148	0.401	0.337	137.974	180326	en
1131	0kbacaF66yH9McxssuJfrc	Gush	Pharrell Williams	15	2lkQd5T32QHDOfFkEIPJKz	G I R L	2014-03-03	NEO-soul	3q3M4VCymcMoxJ3Tl7mRqN	r&b	neo soul	0.7959999999999999	0.6970000000000001	4	-7.062	0	0.0537	0.11199999999999999	1.55e-05	0.0523	0.7140000000000001	111.999	234667	en
1132	0KbIwqCAHmXWu7hrszXY6j	Party We Will Throw Now!	Warren G	64	0bTkYfBstiSW4maInjgqVi	Party We Will Throw Now! - Single	2012-04-24	Gangster Rap | 100 % Gangster	2e0d7otcM1oyecfi3zZPWk	rap	gangster rap	0.934	0.562	4	-4.609	0	0.24	0.0476	1.31e-06	0.0608	0.7120000000000001	96.792	209413	en
1134	0KC7nffWHaoe469YBAwo3L	Why Are We So Broken (feat. blink-182) - Steve Aoki 182 Bottles Of Beer On The Wall Remix	Steve Aoki	24	5J5G5yoAxZ2eaJromTbB19	Neon Future III (Remixes)	2019-02-15	Big Room 2019	6SrHyxIxWfQx9ISEr6yowk	edm	big room	0.604	0.938	8	-4.29	1	0.0458	0.00031299999999999996	0.0117	0.0621	0.135	127.994	285000	en
1135	0kCfKToIFZFQQAaSQHcjRL	LTE	$uicideBoy$	66	4xaL2Tk7ZY9tUy3G3js5c5	YUNGDEATHLILLIFE	2015-05-08	Rap Party 24/7 Radio / Gangsta Rap	4sGnz2x5tbHE2YlW1nemfb	rap	gangster rap	0.7809999999999999	0.493	1	-7.649	1	0.0522	0.0717	0.586	0.12300000000000001	0.0383	106.01100000000001	133747	en
1136	0KDhCCh1IAWcfiq458anNn	Loyal To The Game - DJ Quik Remix (Explicit)	2Pac	37	33lk2GnP8cJzl7cd1OJrXn	Loyal To The Game	2004-01-01	Southern California Hip Hop Primer	206vi9Q0p3juAU73flxPsz	rap	southern hip hop	0.762	0.64	9	-6.412000000000001	1	0.32	0.24	0.0	0.0918	0.5479999999999999	75.357	260853	en
1137	0kDIirlQCy6YnmsK5pZ6PZ	I'm Not Alone - CamelPhat Remix	Calvin Harris	58	65Je3CF9LBWoGx2p0zDIpF	I'm Not Alone 2019	2019-04-05	Club Mix 2020 🍹	7sq6nuruoMyDhEWkX2oYOg	edm	electro house	0.575	0.9690000000000001	1	-6.7410000000000005	0	0.0425	0.0105	0.6829999999999999	0.11800000000000001	0.0368	122.99799999999999	244146	en
1138	0KE8xLEPrhrvc02uW1JMhv	Magic	Vacation Manor	0	5xDBmpRQR5GHFpo6Qba8KY	Girl, Say	2016-04-23	Indie Poptimism	21nxmipQe5xtXoHHPaYfnY	pop	indie poptimism	0.565	0.772	7	-5.626	1	0.0312	0.111	0.000101	0.155	0.509	126.993	279560	en
1140	0kF0fz89HNJ1afzJ1IE1rP	Say It to My Face	Madison Beer	57	5boeEaUtj7gHXFxKtFFlzL	As She Pleases	2018-02-02	post-teen alternative, indie, pop (large variety)	1y42gwI5cuwjBslPyQNfqb	pop	post-teen pop	0.753	0.5660000000000001	11	-4.763	0	0.435	0.16899999999999998	0.0	0.276	0.591	113.884	189695	en
1142	0kFM6t9htbB53Dg8frGDGh	Kiss Me Deadly	Lita Ford	54	5nfd1bXqze24U3EZXP1Qlk	Lita	1988-01-02	’80s Hard Rock	37i9dQZF1DX68H8ZujdnN7	rock	hard rock	0.46799999999999997	0.743	0	-10.845999999999998	1	0.0326	0.008190000000000001	7.879999999999999e-05	0.369	0.648	156.10299999999995	241800	en
1143	0kfp6rRddGkoyAhosSeZLS	Buss Down (feat. ZieZie)	Aitch	60	3GXahpmgm1UzAxyeL9CDdc	Buss Down (feat. ZieZie)	2019-09-02	Rap Workout	37i9dQZF1DX76t638V6CA8	rap	hip hop	0.795	0.779	11	-5.412999999999999	1	0.177	0.109	1.4400000000000001e-05	0.0836	0.7829999999999999	95.045	211787	en
1144	0kHEr6iF9m7mrkTjv9pbZ6	Polaris	Ghostemane	53	4pzCKSWYNM2yUWrNvycC6e	Hexada	2017-09-05	< DARK TRAP >	19WuHd4MxWLzE1fpMmw4S4	rap	gangster rap	0.649	0.772	11	-5.332000000000002	0	0.133	0.7170000000000001	0.00305	0.10300000000000001	0.0294	109.973	219749	en
1145	0KHHrBbdvuJ6knLxj7dqkw	All the Times (feat. Faith Evans, Coko & Missy Elliott)	LSG	51	3BrZT0UzGMi2qhI5WExT8Y	Levert.Sweat.Gill	1997-10-31	Neo Soul Music	78RRvktrPMSqAoCI21mNOe	r&b	neo soul	0.732	0.42	6	-6.867000000000001	1	0.0514	0.0687	1.28e-06	0.289	0.473	137.45	291707	en
1146	0KhSyTLxO3JsWHCA1zmgXh	Have Yourself A Merry Little Christmas - Remastered	Lou Rawls	52	3f22Ap0VSZYWsqrGcphUnY	Christmas Classics	2004-01-01	Christmas Soul	6FZYc2BvF7tColxO8PBShV	r&b	neo soul	0.474	0.41100000000000003	8	-7.56	1	0.0383	0.66	0.0	0.569	0.475	90.63600000000001	221267	en
1147	0khWxmAK6bqjIBygLX2XOD	Forever Scarred	FG Famous	40	6kzBcezrNcsCGv5oiG0ClB	Forever Scarred	2018-11-16	Viral Southern Hip Hop	0DdGqNa18DwYyfIR05OrW1	rap	southern hip hop	0.8190000000000001	0.7390000000000001	1	-3.306	1	0.22699999999999998	0.27699999999999997	0.0	0.126	0.526	129.82	181032	en
1148	0KhXVmAN4sqeEgsqRd39f2	You Used to Love Me	Faith Evans	58	36G7gDkkRckUGU7lgG6nev	Faith	1995	Neo-Soul / Soulful R&B	4F3xAxHxeBwXhK6k6GPnrW	r&b	neo soul	0.7020000000000001	0.45799999999999996	0	-8.195	1	0.035	0.247	1.64e-06	0.126	0.6779999999999999	89.271	269173	en
1149	0kHyKhJMukHEPfeh8s7rdM	Born To Be Yours	Kygo	75	31J0UqxAkl9utyC0L59Mae	Born To Be Yours	2018-06-15	Dance Pop	0B2HdP15IucgE0vk3sluJR	pop	dance pop	0.688	0.688	3	-5.84	1	0.0357	0.3	0.0	0.0982	0.451	114.01100000000001	193321	en
1150	0KiKfllNTmhImvXVIHqR0z	Young Jesus	Logic	60	5dOpbgAmJeyoakKQ0QLWkR	The Incredible True Story	2015-11-13	This Is Logic	37i9dQZF1DWTIuAboZgTMf	rap	hip hop	0.736	0.903	10	-3.235	0	0.127	0.0889	0.0	0.129	0.457	95.04700000000001	211573	en
1151	0kJhWsLsNECbtcPhFnWx8J	Heaven - Radio Edit	INNA	35	6exRK88Bmb2ocwHW8hT07l	Heaven (Remixes)	2016-08-26	EDM TROPICAL	3pS63EDS40FVGYL41zAcU4	latin	tropical	0.747	0.7170000000000001	2	-6.5710000000000015	0	0.0431	0.0837	2.01e-06	0.122	0.7390000000000001	105.036	208000	en
1152	0Kk7JmX3BTE5XCaLI4mzAj	Backyard	Kota the Friend	47	1FkGysG71I3BrEd6SCrFdW	Backyard	2019-05-01	Alternative Hip Hop	37i9dQZF1DWTggY0yqBxES	rap	hip hop	0.863	0.6459999999999999	11	-7.232	0	0.218	0.335	0.0	0.0866	0.863	150.012	205896	en
1153	0Kk8NWt2aj8OXeYONMzxrk	Again - Alan Walker Remix	Noah Cyrus	58	0hiZwhcInkXE9vMnjVaAL7	Again (Alan Walker Remix)	2017-12-19	Pop EDM	5EgzhnSirHRvu1AqlFLllv	edm	pop edm	0.679	0.9329999999999999	9	-3.6710000000000003	0	0.0494	0.00391	4.7499999999999996e-05	0.109	0.32799999999999996	120.08	165227	en
1154	0Kk9ucpKYg4LR8bZ3Ym5Aj	Fireball	Deep Purple	0	6Mga0MCsL3y8jMfaJLWyth	Essential	2011-09-12	70s Hard Rock	6pZlZ20vt3aDjIKw98aBtQ	rock	hard rock	0.561	0.953	6	-8.927	0	0.0674	0.0016600000000000002	3.64e-06	0.239	0.805	121.741	202040	en
1155	0kKJa4YVYjAclqRO7J99xK	Talk To Me - Frdy Remix	Topic	36	1Eu1Cnyho9cjFocVbe2Str	Talk To Me	2019-04-12	PAROOKAVILLE - Big Room	6vbHQdtfmexb0ptmBSpemm	edm	big room	0.659	0.875	10	-4.337	0	0.243	0.011000000000000001	4.15e-05	0.267	0.517	128.252	174375	en
1156	0KKkJNfGyhkQ5aFogxQAPU	That's What I Like	Bruno Mars	82	4PgleR09JVnm3zY1fW3XBA	24K Magic	2016-11-17	Post Teen Pop	2Aud8PXoTGcyY5esHu4Aaz	pop	post-teen pop	0.853	0.56	1	-4.961	1	0.0406	0.013000000000000001	0.0	0.0944	0.86	134.066	206693	en
1157	0KkrT0y1iht0tqgh9vrGd3	Just Don't Give A Fuck	Eminem	5	1S2zX2EzIJPkcptERhrkGh	The Slim Shady LP	1999-01-01	Gangsta Rap/90's Hip-Hop	62spXXfUxBed8nbd5xvH2O	rap	gangster rap	0.552	0.932	4	-1.818	0	0.258	0.000729	0.0	0.209	0.705	85.56700000000002	242573	en
1158	0KLTAGe0gzsG3UevFT6DMr	So Far Down	American Sin	30	1a6ry5tM7VDEJBBh3Tes9E	American Sin	2019-03-22	Hard Rock Workout	5nOO372uzpOM5rB2bRWfkp	rock	hard rock	0.377	0.92	4	-4.095	1	0.14800000000000002	0.000101	0.0	0.11900000000000001	0.475	194.96900000000002	204802	en
